,movie_id,name/year,genre,year,name,genre_list,genre_length,avg_rating,rating_count
30728,4714782,Personal Shopper (2016),Drama|Horror|Mystery|Thriller,2016,Personal Shopper,"['Drama', 'Horror', 'Mystery', 'Thriller']",4,6.190839694656488,131
30749,4729430,Klaus (2019),Animation|Adventure|Comedy|Family,2019,Klaus,"['Animation', 'Adventure', 'Comedy', 'Family']",4,8.601593625498008,251
30755,4730986,Divines (2016),Crime|Drama,2016,Divines,"['Crime', 'Drama']",2,7.935897435897436,78
30757,4731136,A Cure for Wellness (2016),Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2016,A Cure for Wellness,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",6,6.276073619631902,163
30762,4733624,Fatherhood (2021),Comedy|Drama,2021,Fatherhood,"['Comedy', 'Drama']",2,6.701492537313433,67
30786,4758646,War Machine (2017),Comedy|Drama|War,2017,War Machine,"['Comedy', 'Drama', 'War']",3,5.911764705882353,102
30788,4761112,The Mauritanian (2021),Drama|Thriller,2021,The Mauritanian,"['Drama', 'Thriller']",2,8.152173913043478,138
30790,4761916,Unfriended: Dark Web (2018),Crime|Horror|Mystery|Thriller,2018,Unfriended: Dark Web,"['Crime', 'Horror', 'Mystery', 'Thriller']",4,6.038461538461538,52
30795,4765284,Pitch Perfect 3 (2017),Comedy|Music,2017,Pitch Perfect 3,"['Comedy', 'Music']",2,5.885964912280702,114
30803,4769836,The Do-Over (2016),Action|Adventure|Comedy|Mystery,2016,The Do-Over,"['Action', 'Adventure', 'Comedy', 'Mystery']",4,6.035294117647059,85
30812,4777008,Maleficent: Mistress of Evil (2019),Adventure|Family|Fantasy,2019,Maleficent: Mistress of Evil,"['Adventure', 'Family', 'Fantasy']",3,7.484978540772532,233
30818,4779682,The Meg (2018),Action|Horror|Sci-Fi|Thriller,2018,The Meg,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",4,6.048433048433049,351
30821,4781612,Imperium (2016),Crime|Drama|Thriller,2016,Imperium,"['Crime', 'Drama', 'Thriller']",3,6.393700787401575,127
30825,4786282,Lights Out (2016),Drama|Horror|Mystery|Thriller,2016,Lights Out,"['Drama', 'Horror', 'Mystery', 'Thriller']",4,6.398148148148148,324
30847,4799050,Rough Night (2017),Comedy|Crime|Thriller,2017,Rough Night,"['Comedy', 'Crime', 'Thriller']",3,5.628318584070796,113
30849,4799066,Midnight Sun (2018),Drama|Romance,2018,Midnight Sun,"['Drama', 'Romance']",2,7.233766233766234,77
30892,4824302,Mother's Day (2016),Comedy|Drama|Romance,2016,Mother's Day,"['Comedy', 'Drama', 'Romance']",3,6.545454545454546,99
30906,4832640,Sultan (2016),Action|Drama|Sport,2016,Sultan,"['Action', 'Drama', 'Sport']",3,7.694915254237288,59
30942,4846232,Good Time (2017),Crime|Drama|Thriller,2017,Good Time,"['Crime', 'Drama', 'Thriller']",3,7.3828125,256
30944,4846340,Hidden Figures (2016),Biography|Drama|History,2016,Hidden Figures,"['Biography', 'Drama', 'History']",3,8.156441717791411,652
30953,4853102,Batman: The Killing Joke (2016),Animation|Action|Crime|Drama|Sci-Fi|Thriller,2016,Batman: The Killing Joke,"['Animation', 'Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",6,6.849673202614379,153
30958,4857264,Contratiempo (2016),Crime|Mystery|Thriller,2016,Contratiempo,"['Crime', 'Mystery', 'Thriller']",3,8.541766109785202,838
30995,4877122,The Emoji Movie (2017),Animation|Adventure|Comedy|Family|Fantasy,2017,The Emoji Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,4.840909090909091,88
31006,4881806,Jurassic World: Fallen Kingdom (2018),Action|Adventure|Sci-Fi,2018,Jurassic World: Fallen Kingdom,"['Action', 'Adventure', 'Sci-Fi']",3,6.622881355932203,472
31021,4897822,Where to Invade Next (2015),Documentary|Comedy,2015,Where to Invade Next,"['Documentary', 'Comedy']",2,8.104477611940299,67
31034,4901306,Perfetti sconosciuti (2016),Comedy|Drama,2016,Perfetti sconosciuti,"['Comedy', 'Drama']",2,7.8691983122362865,237
31049,4908644,Winter on Fire: Ukraine's Fight for Freedom (2015),Documentary,2015,Winter on Fire: Ukraine's Fight for Freedom,['Documentary'],1,8.836363636363636,55
31062,4912910,Mission: Impossible - Fallout (2018),Action|Adventure|Thriller,2018,Mission: Impossible - Fallout,"['Action', 'Adventure', 'Thriller']",3,7.894459102902375,758
31063,4913966,The Curse of la Llorona (2019),Horror|Mystery|Thriller,2019,The Curse of la Llorona,"['Horror', 'Mystery', 'Thriller']",3,5.766666666666667,60
31066,4916630,Just Mercy (2019),Drama,2019,Just Mercy,['Drama'],1,7.361031518624642,349
31088,4925292,Lady Bird (2017),Comedy|Drama,2017,Lady Bird,"['Comedy', 'Drama']",2,7.329411764705882,765
31164,4954522,Grave (2016),Drama|Horror,2016,Grave,"['Drama', 'Horror']",2,6.861386138613861,101
31185,4964788,Todos lo saben (2018),Crime|Drama|Mystery|Thriller,2018,Todos lo saben,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,6.988095238095238,84
31192,4971344,Les frères Sisters (2018),Adventure|Comedy|Crime|Drama|Western,2018,Les frères Sisters,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Western']",5,6.962962962962963,135
31199,4972582,Split (2016),Horror|Thriller,2016,Split,"['Horror', 'Thriller']",2,7.549794238683128,1215
31207,4975722,Moonlight (2016),Drama,2016,Moonlight,['Drama'],1,6.87875,800
31243,4995790,The Square (2017),Comedy|Drama,2017,The Square,"['Comedy', 'Drama']",2,7.104,125
31254,5001718,"Everything, Everything (2017)",Drama|Romance,2017,"Everything, Everything","['Drama', 'Romance']",2,6.509615384615385,104
31255,5001754,Braven (2018),Action|Drama,2018,Braven,"['Action', 'Drama']",2,6.087719298245614,57
31273,5013056,Dunkirk (2017),Action|Drama|History|Thriller|War,2017,Dunkirk,"['Action', 'Drama', 'History', 'Thriller', 'War']",5,7.9433221099887765,1782
31286,5022702,Hush (2016),Horror|Thriller,2016,Hush,"['Horror', 'Thriller']",2,6.814516129032258,372
31293,5027774,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama,2017,"Three Billboards Outside Ebbing, Missouri","['Crime', 'Drama']",2,8.228547153780799,1177
31294,5028340,Mary Poppins Returns (2018),Comedy|Family|Fantasy|Musical,2018,Mary Poppins Returns,"['Comedy', 'Family', 'Fantasy', 'Musical']",4,7.229629629629629,135
31307,5033998,Charlie's Angels (2019),Action|Adventure|Comedy,2019,Charlie's Angels,"['Action', 'Adventure', 'Comedy']",3,5.1461538461538465,130
31312,5034838,Godzilla vs. Kong (2021),Action|Sci-Fi|Thriller,2021,Godzilla vs. Kong,"['Action', 'Sci-Fi', 'Thriller']",3,6.51530612244898,196
31342,5052448,Get Out (2017),Horror|Mystery|Thriller,2017,Get Out,"['Horror', 'Mystery', 'Thriller']",3,7.612725844461901,1273
31343,5052474,Sicario: Day of the Soldado (2018),Action|Crime|Drama|Thriller,2018,Sicario: Day of the Soldado,"['Action', 'Crime', 'Drama', 'Thriller']",4,7.2406015037593985,266
31349,5057140,Hold the Dark (2018),Adventure|Drama|Horror|Mystery|Thriller,2018,Hold the Dark,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller']",5,5.3283582089552235,67
31369,5065822,Ronaldo (2015),Documentary|Biography|Sport,2015,Ronaldo,"['Documentary', 'Biography', 'Sport']",3,7.304878048780488,82
31389,5074352,Dangal (2016),Action|Biography|Drama|Sport,2016,Dangal,"['Action', 'Biography', 'Drama', 'Sport']",4,8.96875,384
31413,5083738,The Favourite (2018),Biography|Drama|History,2018,The Favourite,"['Biography', 'Drama', 'History']",3,7.384816753926701,382
31414,5084170,Mugen no jûnin (2017),Action|Drama|Fantasy,2017,Mugen no jûnin,"['Action', 'Drama', 'Fantasy']",3,7.109090909090909,55
31436,5093026,Papillon (2017),Adventure|Biography|Crime|Drama|Mystery|Thriller,2017,Papillon,"['Adventure', 'Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",6,7.8077922077922075,385
31440,5095030,Ant-Man and the Wasp (2018),Action|Adventure|Comedy|Sci-Fi,2018,Ant-Man and the Wasp,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",4,7.35042735042735,702
31454,5104604,Isle of Dogs (2018),Animation|Adventure|Comedy|Drama|Fantasy|Sci-Fi,2018,Isle of Dogs,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",6,7.959090909090909,220
31461,5109280,Raya and the Last Dragon (2021),Animation|Action|Adventure|Comedy|Family|Fantasy,2021,Raya and the Last Dragon,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",6,8.023809523809524,126
31462,5109784,Mother! (2017),Drama|Horror|Mystery,2017,Mother!,"['Drama', 'Horror', 'Mystery']",3,6.946515397082658,617
31472,5113040,The Secret Life of Pets 2 (2019),Animation|Adventure|Comedy|Family,2019,The Secret Life of Pets 2,"['Animation', 'Adventure', 'Comedy', 'Family']",4,7.0,76
31479,5116302,Togo (2019),Drama,2019,Togo,['Drama'],1,8.03370786516854,89
31487,5117670,Peter Rabbit (2018),Animation|Adventure|Comedy|Family|Fantasy,2018,Peter Rabbit,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,7.026315789473684,76
31496,5121816,El bar (2017),Comedy|Horror|Thriller,2017,El bar,"['Comedy', 'Horror', 'Thriller']",3,6.696078431372549,102
31517,5133308,Al final del túnel (2016),Crime|Thriller,2016,Al final del túnel,"['Crime', 'Thriller']",2,7.5,90
31531,5140878,Annabelle: Creation (2017),Horror|Mystery|Thriller,2017,Annabelle: Creation,"['Horror', 'Mystery', 'Thriller']",3,6.6467065868263475,334
31533,5143226,12 Feet Deep (2017),Horror|Thriller,2017,12 Feet Deep,"['Horror', 'Thriller']",2,5.962616822429907,107
31557,5155780,The Discovery (2017),Drama|Romance|Sci-Fi|Thriller,2017,The Discovery,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']",4,6.816666666666666,60
31584,5164214,Ocean's Eight (2018),Action|Comedy|Crime|Thriller,2018,Ocean's Eight,"['Action', 'Comedy', 'Crime', 'Thriller']",4,6.813207547169811,530
31586,5164432,"Love, Simon (2018)",Comedy|Drama|Romance,2018,"Love, Simon","['Comedy', 'Drama', 'Romance']",3,7.8125,176
31595,5168192,"I, Daniel Blake (2016)",Drama,2016,"I, Daniel Blake",['Drama'],1,7.994623655913978,186
31608,5177088,The Girl in the Spider's Web (2018),Action|Crime|Drama|Thriller,2018,The Girl in the Spider's Web,"['Action', 'Crime', 'Drama', 'Thriller']",4,6.315068493150685,73
31623,5186714,Forushande (2016),Drama|Thriller,2016,Forushande,"['Drama', 'Thriller']",2,8.225941422594142,239
31665,5208252,Operation Finale (2018),Biography|Drama|History|Thriller|War,2018,Operation Finale,"['Biography', 'Drama', 'History', 'Thriller', 'War']",5,6.662162162162162,74
31679,5215952,Gokseong (2016),Horror|Mystery|Thriller,2016,Gokseong,"['Horror', 'Mystery', 'Thriller']",3,7.489583333333333,96
31686,5220122,Hotel Transylvania 3: Summer Vacation (2018),Animation|Adventure|Comedy|Family|Fantasy,2018,Hotel Transylvania 3: Summer Vacation,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,6.73404255319149,94
31741,5246700,How It Ends (2018),Action|Adventure|Drama|Mystery|Sci-Fi|Thriller,2018,How It Ends,"['Action', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",6,4.7592592592592595,108
31743,5247022,Paterson (2016),Comedy|Drama|Romance,2016,Paterson,"['Comedy', 'Drama', 'Romance']",3,7.508849557522124,226
31824,5286444,Neerja (2016),Biography|Drama|Thriller,2016,Neerja,"['Biography', 'Drama', 'Thriller']",3,8.026315789473685,76
31837,5294550,All the Money in the World (2017),Biography|Crime|Drama|Mystery|Thriller,2017,All the Money in the World,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,7.013333333333334,225
31850,5304992,Set It Up (2018),Comedy|Romance,2018,Set It Up,"['Comedy', 'Romance']",2,6.902912621359223,103
31856,5308322,Happy Death Day (2017),Horror|Mystery|Thriller,2017,Happy Death Day,"['Horror', 'Mystery', 'Thriller']",3,6.495652173913044,230
31862,5311514,Kimi no na wa. (2016),Animation|Drama|Fantasy|Romance,2016,Kimi no na wa.,"['Animation', 'Drama', 'Fantasy', 'Romance']",4,8.889943074003796,527
31882,5323662,Koe no katachi (2016),Animation|Drama|Romance,2016,Koe no katachi,"['Animation', 'Drama', 'Romance']",3,8.556756756756757,185
31948,5362988,Wind River (2017),Crime|Drama|Mystery|Thriller,2017,Wind River,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,7.868351063829787,752
31949,5363618,Sound of Metal (2019),Drama|Music,2019,Sound of Metal,"['Drama', 'Music']",2,7.878787878787879,165
31980,5390504,Detroit (2017),Crime|Drama|History|Thriller,2017,Detroit,"['Crime', 'Drama', 'History', 'Thriller']",4,7.482954545454546,176
31982,5397194,Anon (2018),Sci-Fi|Thriller,2018,Anon,"['Sci-Fi', 'Thriller']",2,5.7407407407407405,54
31997,5431890,Official Secrets (2019),Biography|Drama|Romance|Thriller|War,2019,Official Secrets,"['Biography', 'Drama', 'Romance', 'Thriller', 'War']",5,7.369230769230769,65
32000,5433138,F9 (2021),Action|Adventure|Crime|Thriller,2021,F9,"['Action', 'Adventure', 'Crime', 'Thriller']",4,4.533898305084746,118
32011,5439796,Logan Lucky (2017),Comedy|Crime|Drama,2017,Logan Lucky,"['Comedy', 'Crime', 'Drama']",3,6.9912536443148685,343
32015,5442430,Life (2017),Horror|Sci-Fi|Thriller,2017,Life,"['Horror', 'Sci-Fi', 'Thriller']",3,6.843888070692194,679
32055,5461944,Hotel Mumbai (2018),Drama|History|Thriller,2018,Hotel Mumbai,"['Drama', 'History', 'Thriller']",3,7.980582524271845,206
32060,5462602,The Big Sick (2017),Comedy|Drama|Romance,2017,The Big Sick,"['Comedy', 'Drama', 'Romance']",3,7.409836065573771,366
32066,5463162,Deadpool 2 (2018),Action|Adventure|Comedy|Sci-Fi,2018,Deadpool 2,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",4,8.00915564598169,983
32099,5478478,Hostiles (2017),Adventure|Drama|Western,2017,Hostiles,"['Adventure', 'Drama', 'Western']",3,7.372093023255814,172
32134,5503686,Hustlers (2019),Comedy|Crime|Drama|Thriller,2019,Hustlers,"['Comedy', 'Crime', 'Drama', 'Thriller']",4,6.552631578947368,114
32143,5512872,Be Somebody (2016),Comedy|Drama|Romance,2016,Be Somebody,"['Comedy', 'Drama', 'Romance']",3,9.98583569405099,353
32149,5516328,Ghost Stories (2017),Drama|Horror,2017,Ghost Stories,"['Drama', 'Horror']",2,6.5,54
32156,5519340,Bright (2017),Action|Crime|Fantasy|Thriller,2017,Bright,"['Action', 'Crime', 'Fantasy', 'Thriller']",4,6.558252427184466,412
32192,5541240,To the Bone (2017),Drama,2017,To the Bone,['Drama'],1,7.150485436893204,206
32193,5541848,What the Health (2017),Documentary,2017,What the Health,['Documentary'],1,8.509803921568627,51
32218,5563334,The Good Liar (2019),Drama,2019,The Good Liar,['Drama'],1,6.8125,80
32239,5580036,"I, Tonya (2017)",Biography|Comedy|Drama|Sport,2017,"I, Tonya","['Biography', 'Comedy', 'Drama', 'Sport']",4,7.624074074074074,540
32240,5580266,The Hate U Give (2018),Crime|Drama,2018,The Hate U Give,"['Crime', 'Drama']",2,8.163934426229508,61
32241,5580390,The Shape of Water (2017),Adventure|Drama|Fantasy|Romance|Thriller,2017,The Shape of Water,"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",5,7.3592342342342345,888
32269,5592248,The Beguiled (2017),Drama|Thriller,2017,The Beguiled,"['Drama', 'Thriller']",2,6.136363636363637,154
32274,5595168,Kingsglaive: Final Fantasy XV (2016),Animation|Action|Adventure|Drama|Fantasy|Sci-Fi,2016,Kingsglaive: Final Fantasy XV,"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",6,7.296296296296297,81
32305,5606664,Doctor Sleep (2019),Horror,2019,Doctor Sleep,['Horror'],1,7.34113712374582,299
32309,5607714,Teströl és lélekröl (2017),Drama|Fantasy|Mystery|Romance,2017,Teströl és lélekröl,"['Drama', 'Fantasy', 'Mystery', 'Romance']",4,7.7375,80
32314,5610554,Tully (2018),Comedy|Drama|Mystery,2018,Tully,"['Comedy', 'Drama', 'Mystery']",3,7.060773480662983,181
32322,5613484,Mid90s (2018),Comedy|Drama,2018,Mid90s,"['Comedy', 'Drama']",2,7.51063829787234,94
32339,5619332,Life of the Party (2018),Comedy,2018,Life of the Party,['Comedy'],1,5.392156862745098,51
32357,5635086,God's Own Country (2017),Drama|Romance,2017,God's Own Country,"['Drama', 'Romance']",2,8.0,61
32364,5638642,The Ritual (2017),Horror|Mystery|Thriller,2017,The Ritual,"['Horror', 'Mystery', 'Thriller']",3,5.887323943661972,142
32366,5639354,Una Mujer Fantástica (2017),Drama,2017,Una Mujer Fantástica,['Drama'],1,6.9523809523809526,63
32370,5640450,ARQ (2016),Sci-Fi|Thriller,2016,ARQ,"['Sci-Fi', 'Thriller']",2,6.662337662337662,77
32382,5649108,Thoroughbreds (2017),Comedy|Crime|Drama|Thriller,2017,Thoroughbreds,"['Comedy', 'Crime', 'Drama', 'Thriller']",4,6.757575757575758,66
32383,5649144,The Florida Project (2017),Drama,2017,The Florida Project,['Drama'],1,7.465465465465465,333
32396,5657846,Daddy's Home 2 (2017),Comedy,2017,Daddy's Home 2,['Comedy'],1,6.188405797101449,138
32397,5657856,Brawl in Cell Block 99 (2017),Action|Crime|Drama,2017,Brawl in Cell Block 99,"['Action', 'Crime', 'Drama']",3,6.568862275449102,167
32449,5688932,Sorry to Bother You (2018),Comedy|Fantasy|Sci-Fi,2018,Sorry to Bother You,"['Comedy', 'Fantasy', 'Sci-Fi']",3,7.203703703703703,108
32455,5690360,Slender Man (2018),Horror|Mystery|Thriller,2018,Slender Man,"['Horror', 'Mystery', 'Thriller']",3,2.8,50
32485,5700672,Busanhaeng (2016),Action|Horror|Thriller,2016,Busanhaeng,"['Action', 'Horror', 'Thriller']",3,7.8517823639774855,533
32504,5710514,I Don't Feel at Home in This World Anymore. (2017),Comedy|Crime|Drama|Thriller,2017,I Don't Feel at Home in This World Anymore.,"['Comedy', 'Crime', 'Drama', 'Thriller']",4,6.878048780487805,82
32513,5715874,The Killing of a Sacred Deer (2017),Drama|Mystery|Thriller,2017,The Killing of a Sacred Deer,"['Drama', 'Mystery', 'Thriller']",3,7.195718654434251,327
32515,5716464,Breathe (2017),Biography|Drama|Romance,2017,Breathe,"['Biography', 'Drama', 'Romance']",3,7.3979591836734695,98
32525,5719748,Cold Pursuit (2019),Action|Crime|Drama|Thriller,2019,Cold Pursuit,"['Action', 'Crime', 'Drama', 'Thriller']",4,5.933333333333334,135
32532,5723272,Aus dem Nichts (2017),Crime|Drama|Thriller,2017,Aus dem Nichts,"['Crime', 'Drama', 'Thriller']",3,7.571428571428571,91
32533,5723286,Wheelman (2017),Action|Crime|Mystery|Thriller,2017,Wheelman,"['Action', 'Crime', 'Mystery', 'Thriller']",4,6.483333333333333,60
32538,5726086,Insidious: The Last Key (2018),Horror|Mystery|Thriller,2018,Insidious: The Last Key,"['Horror', 'Mystery', 'Thriller']",3,5.710280373831775,107
32539,5726616,Call Me by Your Name (2017),Drama|Romance,2017,Call Me by Your Name,"['Drama', 'Romance']",2,7.6837416481069045,449
32540,5727208,Uncut Gems (2019),Comedy|Crime|Drama|Mystery|Thriller,2019,Uncut Gems,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,7.525852585258526,909
32541,5727282,Borg McEnroe (2017),Biography|Drama|Sport,2017,Borg McEnroe,"['Biography', 'Drama', 'Sport']",3,7.072727272727272,55
32567,5742374,You Were Never Really Here (2017),Crime|Drama|Mystery|Thriller,2017,You Were Never Really Here,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,6.572916666666667,288
32592,5758778,Skyscraper (2018),Action|Adventure|Thriller,2018,Skyscraper,"['Action', 'Adventure', 'Thriller']",3,5.87012987012987,308
32612,5774060,Underwater (2020),Action|Drama|Horror|Mystery|Thriller,2020,Underwater,"['Action', 'Drama', 'Horror', 'Mystery', 'Thriller']",5,5.732954545454546,176
32614,5774450,Summer of 84 (2018),Drama|Horror|Mystery|Thriller,2018,Summer of 84,"['Drama', 'Horror', 'Mystery', 'Thriller']",4,6.8474576271186445,59
32620,5776858,Phantom Thread (2017),Drama|Romance,2017,Phantom Thread,"['Drama', 'Romance']",2,7.562176165803109,386
32632,5783956,When We First Met (2018),Comedy|Fantasy|Romance,2018,When We First Met,"['Comedy', 'Fantasy', 'Romance']",3,6.64,100
32652,5797184,Escape from Pretoria (2020),Thriller,2020,Escape from Pretoria,['Thriller'],1,7.034090909090909,88
32680,5814060,The Nun (2018),Horror|Mystery|Thriller,2018,The Nun,"['Horror', 'Mystery', 'Thriller']",3,5.466926070038911,257
32682,5814534,Spies in Disguise (2019),Animation|Action|Adventure|Comedy|Family|Sci-Fi,2019,Spies in Disguise,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",6,7.375,72
32690,5816682,Victoria &amp; Abdul (2017),Biography|Drama|History,2017,Victoria &amp; Abdul,"['Biography', 'Drama', 'History']",3,7.238095238095238,105
32699,5822564,The Kitchen (2019),Action|Crime|Drama,2019,The Kitchen,"['Action', 'Crime', 'Drama']",3,5.149606299212598,127
32703,5825380,Wonder Wheel (2017),Drama,2017,Wonder Wheel,['Drama'],1,6.455882352941177,68
32717,5834262,Hotel Artemis (2018),Action|Drama|Sci-Fi|Thriller,2018,Hotel Artemis,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",4,5.971014492753623,69
32746,5848272,Ralph Breaks the Internet (2018),Animation|Adventure|Comedy|Family|Fantasy,2018,Ralph Breaks the Internet,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,7.609375,192
32773,5862312,Verónica (2017),Horror,2017,Verónica,['Horror'],1,6.326923076923077,104
32777,5865326,The Laundromat (2019),Drama,2019,The Laundromat,['Drama'],1,6.463768115942029,69
32807,5884052,Pokémon: Detective Pikachu (2019),Action|Adventure|Comedy|Family|Mystery|Sci-Fi,2019,Pokémon: Detective Pikachu,"['Action', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",6,6.6,270
32813,5886046,Escape Room (2019),Action|Adventure|Horror|Mystery|Thriller,2019,Escape Room,"['Action', 'Adventure', 'Horror', 'Mystery', 'Thriller']",5,6.631578947368421,228
32829,5895028,13th (2016),Documentary|Crime|History,2016,13th,"['Documentary', 'Crime', 'History']",3,8.544444444444444,90
32847,5912454,Blue Jay (2016),Drama,2016,Blue Jay,['Drama'],1,8.258620689655173,58
32876,5929754,Wildlife (2018),Drama,2018,Wildlife,['Drama'],1,6.875,88
32877,5929776,Before the Flood (2016),Documentary|News,2016,Before the Flood,"['Documentary', 'News']",2,8.671641791044776,67
32883,5932728,The Professor and the Madman (2019),Biography|Drama|Mystery|Thriller,2019,The Professor and the Madman,"['Biography', 'Drama', 'Mystery', 'Thriller']",4,7.969924812030075,133
32909,5946128,Dear Zindagi (2016),Drama|Romance,2016,Dear Zindagi,"['Drama', 'Romance']",2,8.137931034482758,58
32920,5952332,Amanda Knox (2016),Documentary|Crime,2016,Amanda Knox,"['Documentary', 'Crime']",2,7.196969696969697,66
32944,5962210,Ingrid Goes West (2017),Comedy|Drama,2017,Ingrid Goes West,"['Comedy', 'Drama']",2,6.726027397260274,73
32990,5990474,Columbus (2017),Drama,2017,Columbus,['Drama'],1,7.6,90
33009,6000478,"Roman J. Israel, Esq. (2017)",Crime|Drama|Thriller,2017,"Roman J. Israel, Esq.","['Crime', 'Drama', 'Thriller']",3,6.584905660377358,106
33033,6018306,Last Flag Flying (2017),Comedy|Drama|War,2017,Last Flag Flying,"['Comedy', 'Drama', 'War']",3,7.168674698795181,83
33081,6048922,Greyhound (2020),Action|Drama|History|War,2020,Greyhound,"['Action', 'Drama', 'History', 'War']",4,7.140969162995595,227
33084,6053438,First Reformed (2017),Drama|Mystery|Thriller,2017,First Reformed,"['Drama', 'Mystery', 'Thriller']",3,7.392307692307693,130
33133,6079516,I See You (2019),Horror|Thriller,2019,I See You,"['Horror', 'Thriller']",2,6.94,50
33181,6105098,The Lion King (2019),Animation|Adventure|Drama|Family|Musical,2019,The Lion King,"['Animation', 'Adventure', 'Drama', 'Family', 'Musical']",5,7.328888888888889,450
33192,6108178,Disobedience (2017),Drama|Romance,2017,Disobedience,"['Drama', 'Romance']",2,6.2631578947368425,57
33199,6111574,The Woman in the Window (2021),Crime|Drama|Mystery|Thriller,2021,The Woman in the Window,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,5.553571428571429,112
33231,6133466,The First Purge (2018),Action|Horror|Sci-Fi|Thriller,2018,The First Purge,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",4,5.178082191780822,146
33243,6139732,Aladdin (2019),Adventure|Comedy|Family|Fantasy|Musical|Romance,2019,Aladdin,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",6,7.411320754716981,530
33256,6146586,John Wick: Chapter 3 - Parabellum (2019),Action|Crime|Thriller,2019,John Wick: Chapter 3 - Parabellum,"['Action', 'Crime', 'Thriller']",3,7.404643449419569,603
33266,6155172,Roma (2018),Drama,2018,Roma,['Drama'],1,7.705570291777188,377
33312,6182908,Smallfoot (2018),Animation|Adventure|Comedy|Family|Fantasy|Musical,2018,Smallfoot,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",6,7.0,57
33325,6189022,Angel Has Fallen (2019),Action,2019,Angel Has Fallen,['Action'],1,6.654471544715447,246
33347,6199572,Capone (2020),Biography|Crime|Drama,2020,Capone,"['Biography', 'Crime', 'Drama']",3,4.033898305084746,59
33375,6212478,American Animals (2018),Biography|Crime|Drama|Thriller,2018,American Animals,"['Biography', 'Crime', 'Drama', 'Thriller']",4,7.133928571428571,112
33387,6214928,1922 (2017),Crime|Drama|Horror|Mystery|Thriller,2017,1922,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",5,6.416,125
33393,6217306,Apostle (2018),Drama|Fantasy|Horror|Mystery|Thriller,2018,Apostle,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",5,6.627118644067797,59
33401,6218358,Calibre (2018),Thriller,2018,Calibre,['Thriller'],1,6.819672131147541,61
33460,6264654,Free Guy (2021),Action|Comedy|Sci-Fi,2021,Free Guy,"['Action', 'Comedy', 'Sci-Fi']",3,8.014925373134329,67
33466,6265828,A Ghost Story (2017),Drama|Fantasy|Romance,2017,A Ghost Story,"['Drama', 'Fantasy', 'Romance']",3,7.204022988505747,348
33469,6266538,Vice (2018),Biography|Comedy|Drama,2018,Vice,"['Biography', 'Comedy', 'Drama']",3,7.379912663755459,229
33503,6285944,The Banker (2020),Drama,2020,The Banker,['Drama'],1,7.8173076923076925,104
33519,6292852,I Am Mother (2019),Drama|Horror|Sci-Fi|Thriller,2019,I Am Mother,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",4,6.5754716981132075,106
33525,6294822,The Post (2017),Biography|Drama|History|Thriller,2017,The Post,"['Biography', 'Drama', 'History', 'Thriller']",4,7.402469135802469,405
33540,6304046,Thelma (2017),Drama|Fantasy|Horror|Mystery|Romance|Thriller,2017,Thelma,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",6,7.063291139240507,79
